Age,Gender,WorkingClass,Education,MaritalStatus,Occupation,Relationship,Race,NativeCountry,Income
52,Male,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,Amer-Indian-Eskimo,United-States,>50K
42,Male,Private,Some-college,Separated,Exec-managerial,Not-in-family,White,Canada,<=50K
25,Male,Private,Bachelors,Never-married,Sales,Not-in-family,White,United-States,<=50K
27,Male,Private,Bachelors,Never-married,Sales,Own-child,White,United-States,<=50K
30,Male,Self-emp-not-inc,7th-8th,Never-married,Craft-repair,Own-child,White,United-States,<=50K
23,Male,State-gov,Bachelors,Never-married,Prof-specialty,Not-in-family,White,United-States,>50K
47,Male,Self-emp-not-inc,Bachelors,Married-civ-spouse,Sales,Husband,White,United-States,>50K
58,Male,?,Bachelors,Divorced,?,Not-in-family,White,United-States,<=50K
18,Female,Private,HS-grad,Never-married,Other-service,Own-child,White,United-States,<=50K
52,Female,Private,Some-college,Divorced,Adm-clerical,Unmarried,White,United-States,<=50K
24,Female,Private,HS-grad,Never-married,Sales,Not-in-family,White,United-States,<=50K
58,Male,Self-emp-inc,HS-grad,Married-civ-spouse,Sales,Husband,White,United-States,>50K
35,Male,Private,HS-grad,Never-married,Adm-clerical,Not-in-family,White,United-States,<=50K
31,Male,Private,Assoc-voc,Never-married,Farming-fishing,Own-child,White,United-States,<=50K
46,Male,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,United-States,>50K
43,Male,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,United-States,>50K
21,Female,Private,HS-grad,Never-married,Other-service,Other-relative,White,United-States,<=50K
52,Male,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,United-States,<=50K
24,Female,Private,Bachelors,Never-married,Sales,Own-child,White,United-States,<=50K
22,Female,Private,HS-grad,Never-married,Machine-op-inspct,Not-in-family,White,United-States,<=50K
39,Male,Private,Some-college,Married-civ-spouse,Adm-clerical,Husband,Asian-Pac-Islander,Mexico,<=50K
34,Male,State-gov,HS-grad,Married-civ-spouse,Transport-moving,Husband,Black,United-States,<=50K
58,Male,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,United-States,>50K
26,Male,Private,Bachelors,Never-married,Adm-clerical,Own-child,White,United-States,<=50K
29,Male,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,Amer-Indian-Eskimo,United-States,<=50K
67,Male,?,Bachelors,Married-civ-spouse,?,Husband,White,United-States,<=50K
28,Female,Private,Assoc-acdm,Married-civ-spouse,Adm-clerical,Wife,Black,Haiti,<=50K
62,Male,Local-gov,Some-college,Married-civ-spouse,Machine-op-inspct,Husband,White,United-States,<=50K
54,Male,Private,5th-6th,Married-civ-spouse,Transport-moving,Husband,White,United-States,>50K
36,Male,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,United-States,<=50K
18,Male,Private,12th,Never-married,Handlers-cleaners,Own-child,White,United-States,<=50K
25,Male,Private,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,White,United-States,<=50K
48,Female,Private,Some-college,Never-married,Craft-repair,Not-in-family,Black,United-States,<=50K
56,Male,Private,10th,Married-civ-spouse,Craft-repair,Husband,White,?,<=50K
30,Female,Private,Prof-school,Never-married,Tech-support,Own-child,White,United-States,<=50K
41,Female,Local-gov,HS-grad,Divorced,Exec-managerial,Unmarried,White,United-States,<=50K
59,Male,Private,HS-grad,Divorced,Tech-support,Unmarried,White,United-States,>50K
36,Male,Private,11th,Married-civ-spouse,Craft-repair,Husband,White,United-States,<=50K
30,Female,Private,HS-grad,Divorced,Sales,Unmarried,White,United-States,<=50K
27,Male,Private,HS-grad,Never-married,Handlers-cleaners,Own-child,White,United-States,<=50K
19,Female,?,HS-grad,Never-married,?,Other-relative,White,United-States,<=50K
30,Male,Private,Bachelors,Never-married,Other-service,Not-in-family,Asian-Pac-Islander,China,<=50K
47,Female,Private,Assoc-voc,Divorced,Sales,Unmarried,Black,United-States,<=50K
39,Male,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,United-States,>50K
31,Male,Private,HS-grad,Married-civ-spouse,Adm-clerical,Husband,Asian-Pac-Islander,United-States,<=50K
44,Female,Private,Assoc-acdm,Divorced,Adm-clerical,Unmarried,White,United-States,<=50K
37,Female,Private,HS-grad,Never-married,Other-service,Not-in-family,White,United-States,<=50K
28,Male,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,United-States,<=50K
38,Male,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,United-States,<=50K
26,Female,Private,HS-grad,Divorced,Machine-op-inspct,Not-in-family,White,United-States,<=50K
44,Male,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,United-States,>50K
40,Male,Private,Some-college,Married-civ-spouse,Sales,Husband,White,United-States,<=50K
53,Female,State-gov,HS-grad,Married-civ-spouse,Other-service,Wife,Amer-Indian-Eskimo,United-States,>50K
31,Male,Private,Some-college,Married-civ-spouse,Exec-managerial,Own-child,White,United-States,<=50K
18,Female,Private,HS-grad,Never-married,Adm-clerical,Own-child,White,United-States,<=50K
43,Male,Self-emp-inc,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,United-States,<=50K
30,Male,Private,HS-grad,Never-married,Craft-repair,Own-child,White,United-States,<=50K
19,Female,State-gov,HS-grad,Never-married,Adm-clerical,Own-child,White,United-States,<=50K
36,Male,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,United-States,<=50K
19,Male,?,Some-college,Never-married,?,Own-child,White,United-States,<=50K
25,Female,Private,Masters,Never-married,Prof-specialty,Own-child,White,United-States,<=50K
36,Male,Private,11th,Married-civ-spouse,Craft-repair,Husband,White,United-States,<=50K
22,Female,Private,Some-college,Never-married,Other-service,Unmarried,White,United-States,<=50K
42,Male,Federal-gov,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,United-States,<=50K
33,Female,State-gov,Some-college,Never-married,Tech-support,Not-in-family,White,United-States,<=50K
38,Male,Private,HS-grad,Never-married,Craft-repair,Not-in-family,White,United-States,<=50K
21,Female,?,Some-college,Married-civ-spouse,?,Wife,White,United-States,<=50K
33,Male,State-gov,HS-grad,Married-civ-spouse,Other-service,Husband,White,United-States,<=50K
52,Male,Self-emp-not-inc,HS-grad,Divorced,Craft-repair,Not-in-family,Black,United-States,<=50K
30,Male,Private,Some-college,Never-married,Sales,Own-child,White,United-States,<=50K
18,Male,State-gov,Some-college,Never-married,Adm-clerical,Own-child,White,United-States,<=50K
24,Male,State-gov,Some-college,Married-civ-spouse,Other-service,Husband,Asian-Pac-Islander,?,<=50K
17,Male,Private,10th,Never-married,Other-service,Other-relative,White,Mexico,<=50K
48,Female,Private,Some-college,Never-married,Adm-clerical,Not-in-family,White,United-States,<=50K
66,Male,?,7th-8th,Married-civ-spouse,?,Husband,White,United-States,<=50K
46,Female,Local-gov,Some-college,Divorced,Tech-support,Not-in-family,White,United-States,<=50K
55,Male,Private,HS-grad,Divorced,Exec-managerial,Not-in-family,White,United-States,>50K
28,Female,Private,Bachelors,Never-married,Sales,Not-in-family,White,United-States,<=50K
33,Female,Private,HS-grad,Divorced,Other-service,Unmarried,White,United-States,<=50K
44,Male,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,United-States,<=50K
43,Female,Private,HS-grad,Divorced,Exec-managerial,Unmarried,White,United-States,<=50K
42,Female,Private,Some-college,Never-married,Exec-managerial,Not-in-family,White,United-States,<=50K
39,Female,Private,Assoc-voc,Divorced,Exec-managerial,Unmarried,Black,United-States,<=50K
23,Male,Private,10th,Never-married,Handlers-cleaners,Unmarried,White,United-States,<=50K
20,Female,State-gov,Some-college,Never-married,Other-service,Own-child,White,United-States,<=50K
29,Male,Private,Some-college,Divorced,Craft-repair,Unmarried,White,United-States,>50K
54,Male,Self-emp-not-inc,Some-college,Married-civ-spouse,Sales,Husband,White,United-States,<=50K
34,Female,Private,Assoc-voc,Never-married,Adm-clerical,Not-in-family,White,United-States,<=50K
30,Male,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,United-States,>50K
59,Male,Private,11th,Married-civ-spouse,Sales,Husband,White,United-States,<=50K
40,Female,Private,7th-8th,Divorced,Farming-fishing,Unmarried,White,United-States,<=50K
37,Male,Private,HS-grad,Separated,Craft-repair,Own-child,White,United-States,<=50K
45,Male,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,United-States,<=50K
55,Male,Self-emp-not-inc,Masters,Married-civ-spouse,Prof-specialty,Husband,White,United-States,>50K
49,Male,Local-gov,Some-college,Married-civ-spouse,Protective-serv,Husband,White,United-States,>50K
67,Male,?,Masters,Married-civ-spouse,?,Husband,White,United-States,<=50K
49,Male,Self-emp-not-inc,Assoc-acdm,Divorced,Exec-managerial,Not-in-family,White,United-States,<=50K
30,Male,Federal-gov,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,United-States,>50K
56,Female,Federal-gov,Some-college,Divorced,Adm-clerical,Not-in-family,Black,United-States,<=50K
29,Female,Private,Some-college,Never-married,Prof-specialty,Not-in-family,White,United-States,<=50K
33,Male,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,United-States,<=50K
25,Male,Private,Some-college,Never-married,Sales,Own-child,White,United-States,<=50K
28,Male,Private,Assoc-voc,Married-civ-spouse,Tech-support,Husband,White,United-States,>50K
23,Male,Private,HS-grad,Never-married,Machine-op-inspct,Not-in-family,White,United-States,<=50K
39,Female,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Wife,White,United-States,<=50K
37,Male,Self-emp-not-inc,Bachelors,Married-civ-spouse,Tech-support,Husband,White,United-States,>50K
39,Female,Private,Masters,Never-married,Prof-specialty,Not-in-family,White,United-States,>50K
32,Male,Federal-gov,Bachelors,Married-civ-spouse,Adm-clerical,Husband,White,United-States,>50K
26,Female,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,White,United-States,<=50K
57,Male,Federal-gov,Some-college,Divorced,Adm-clerical,Own-child,White,United-States,<=50K
36,Male,Private,9th,Married-civ-spouse,Sales,Own-child,White,United-States,>50K
30,Male,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,United-States,>50K
27,Male,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,United-States,<=50K
21,Male,Private,Some-college,Never-married,Craft-repair,Not-in-family,White,United-States,<=50K
22,Male,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,United-States,<=50K
43,Male,Local-gov,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,United-States,<=50K
20,Male,Private,Some-college,Never-married,Adm-clerical,Own-child,White,United-States,<=50K
30,Male,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,United-States,>50K
57,Male,Private,Masters,Married-civ-spouse,Tech-support,Husband,White,United-States,>50K
42,Female,Private,Assoc-voc,Separated,Prof-specialty,Unmarried,White,United-States,<=50K
29,Female,Private,Assoc-voc,Divorced,Other-service,Unmarried,White,Columbia,<=50K
44,Male,Local-gov,HS-grad,Married-civ-spouse,Protective-serv,Husband,White,United-States,>50K
28,Female,Private,Assoc-acdm,Divorced,Exec-managerial,Not-in-family,White,United-States,<=50K
42,Male,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,White,United-States,>50K
26,Male,Private,Bachelors,Never-married,Other-service,Own-child,White,United-States,<=50K
29,Female,Private,Some-college,Divorced,Prof-specialty,Own-child,White,United-States,<=50K
42,Male,Private,Bachelors,Divorced,Adm-clerical,Unmarried,White,United-States,<=50K
30,Male,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,United-States,<=50K
21,Female,State-gov,Some-college,Never-married,Other-service,Own-child,White,United-States,<=50K
59,Male,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,United-States,>50K
21,Male,?,Some-college,Never-married,?,Own-child,White,United-States,<=50K
56,Male,Private,HS-grad,Divorced,Transport-moving,Not-in-family,White,United-States,<=50K
39,Female,Private,Preschool,Never-married,Other-service,Not-in-family,White,United-States,<=50K
21,Male,Private,Some-college,Never-married,Adm-clerical,Own-child,Black,United-States,<=50K
48,Male,Private,Bachelors,Married-spouse-absent,Prof-specialty,Not-in-family,White,United-States,>50K
35,Male,State-gov,HS-grad,Married-civ-spouse,Protective-serv,Husband,Black,United-States,<=50K
43,Male,Private,Bachelors,Separated,Exec-managerial,Unmarried,White,United-States,>50K
23,Female,Private,Assoc-voc,Never-married,Other-service,Own-child,White,United-States,<=50K
17,Male,?,10th,Never-married,?,Other-relative,White,United-States,<=50K
41,Male,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Japan,>50K
35,Male,Self-emp-inc,Masters,Married-civ-spouse,Adm-clerical,Husband,White,United-States,<=50K
22,Male,Private,Some-college,Never-married,Sales,Own-child,White,United-States,<=50K
53,Female,Private,HS-grad,Divorced,Adm-clerical,Not-in-family,White,United-States,<=50K
42,Female,Private,Some-college,Never-married,Machine-op-inspct,Not-in-family,White,United-States,<=50K
36,Female,Private,HS-grad,Separated,Adm-clerical,Unmarried,Black,United-States,<=50K
44,Male,Local-gov,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,United-States,<=50K
27,Female,Private,Bachelors,Married-civ-spouse,Adm-clerical,Wife,White,Cuba,>50K
39,Male,Self-emp-not-inc,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,United-States,<=50K
59,Male,Private,9th,Married-civ-spouse,Machine-op-inspct,Husband,White,United-States,<=50K
34,Male,Local-gov,Some-college,Never-married,Other-service,Not-in-family,White,United-States,<=50K
17,Female,Private,12th,Never-married,Sales,Own-child,White,United-States,<=50K
31,Male,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,United-States,<=50K
59,Male,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,United-States,<=50K
39,Female,Private,Some-college,Married-spouse-absent,Adm-clerical,Unmarried,Amer-Indian-Eskimo,United-States,<=50K
46,Male,State-gov,Bachelors,Married-civ-spouse,Prof-specialty,Husband,Black,United-States,>50K
31,Female,Private,HS-grad,Married-spouse-absent,Other-service,Not-in-family,White,Italy,<=50K
27,Male,Private,Bachelors,Never-married,Sales,Not-in-family,White,United-States,<=50K
18,Male,Private,11th,Never-married,Handlers-cleaners,Own-child,White,United-States,<=50K
46,Male,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,United-States,>50K
55,Male,Private,Bachelors,Married-civ-spouse,Adm-clerical,Husband,White,United-States,>50K
48,Male,Private,Bachelors,Divorced,Handlers-cleaners,Not-in-family,White,United-States,<=50K
53,Female,Private,HS-grad,Married-civ-spouse,Sales,Wife,White,United-States,<=50K
44,Male,Self-emp-not-inc,Bachelors,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,South,>50K
43,Male,Private,Some-college,Married-civ-spouse,Transport-moving,Husband,White,United-States,<=50K
50,Female,Private,HS-grad,Separated,Adm-clerical,Other-relative,White,United-States,<=50K
56,Female,Private,7th-8th,Divorced,Machine-op-inspct,Not-in-family,White,Yugoslavia,<=50K
27,Male,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Mexico,<=50K
20,Female,Private,HS-grad,Never-married,Adm-clerical,Own-child,Black,United-States,<=50K
18,Female,Local-gov,10th,Never-married,Protective-serv,Own-child,White,United-States,<=50K
34,Male,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,United-States,>50K
38,Female,Private,Some-college,Divorced,Adm-clerical,Unmarried,White,United-States,<=50K
40,Male,Self-emp-inc,Bachelors,Married-civ-spouse,Craft-repair,Husband,White,United-States,<=50K
55,Male,Private,Some-college,Divorced,Protective-serv,Not-in-family,White,United-States,<=50K
35,Female,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Wife,Black,United-States,>50K
26,Male,Private,HS-grad,Never-married,Machine-op-inspct,Own-child,White,United-States,<=50K
54,Male,State-gov,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Puerto-Rico,>50K
22,Male,Private,HS-grad,Never-married,Adm-clerical,Own-child,White,United-States,<=50K
52,Female,Local-gov,HS-grad,Divorced,Adm-clerical,Unmarried,Black,United-States,<=50K
33,Male,Private,10th,Separated,Handlers-cleaners,Not-in-family,White,United-States,<=50K
42,Male,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,United-States,>50K
19,Male,Without-pay,HS-grad,Never-married,Farming-fishing,Own-child,White,United-States,<=50K
45,Male,Private,Some-college,Divorced,Craft-repair,Unmarried,White,United-States,<=50K
53,Male,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,Black,United-States,<=50K
46,Female,Private,HS-grad,Divorced,Adm-clerical,Unmarried,White,United-States,<=50K
25,Male,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,United-States,<=50K
90,Male,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,United-States,<=50K
33,Female,Private,HS-grad,Never-married,Sales,Own-child,Black,United-States,<=50K
45,Male,Private,Some-college,Divorced,Protective-serv,Not-in-family,White,United-States,<=50K
47,Male,Private,HS-grad,Married-civ-spouse,Sales,Husband,Black,United-States,>50K
38,Male,Local-gov,Masters,Never-married,Prof-specialty,Not-in-family,White,United-States,<=50K
35,Male,?,Prof-school,Never-married,?,Not-in-family,Asian-Pac-Islander,Japan,>50K
37,Male,Private,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,United-States,<=50K
53,Male,State-gov,Masters,Married-civ-spouse,Exec-managerial,Husband,White,United-States,>50K
56,Male,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,United-States,>50K
18,Male,Private,11th,Never-married,Handlers-cleaners,Own-child,White,United-States,<=50K
44,Male,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,Black,?,<=50K
50,Female,Private,Some-college,Divorced,Tech-support,Not-in-family,White,United-States,<=50K
26,Male,Private,Bachelors,Never-married,Adm-clerical,Not-in-family,Black,United-States,<=50K
36,Female,Private,Some-college,Never-married,Tech-support,Not-in-family,White,United-States,<=50K
37,Female,Private,11th,Divorced,Handlers-cleaners,Not-in-family,White,United-States,<=50K
32,Female,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,White,United-States,<=50K
38,Male,Self-emp-not-inc,Assoc-acdm,Married-civ-spouse,Sales,Husband,White,United-States,<=50K
62,Female,Private,HS-grad,Divorced,Other-service,Not-in-family,White,United-States,<=50K
46,Male,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,United-States,<=50K
41,Male,Private,HS-grad,Never-married,Machine-op-inspct,Not-in-family,White,United-States,<=50K
37,Male,Private,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,United-States,<=50K
27,Female,Private,Some-college,Never-married,Adm-clerical,Not-in-family,White,?,<=50K
38,Male,Private,Assoc-acdm,Married-civ-spouse,Adm-clerical,Husband,White,United-States,<=50K
35,Female,Private,12th,Never-married,Sales,Not-in-family,Black,United-States,<=50K
34,Female,Private,Bachelors,Never-married,Exec-managerial,Own-child,Amer-Indian-Eskimo,United-States,<=50K
50,Male,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,Black,United-States,<=50K
28,Female,Private,Some-college,Married-civ-spouse,Adm-clerical,Wife,White,United-States,>50K
67,Female,Local-gov,Bachelors,Divorced,Adm-clerical,Unmarried,Black,United-States,<=50K
34,Male,Self-emp-not-inc,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,United-States,<=50K
19,Female,Private,Some-college,Never-married,Sales,Own-child,White,United-States,<=50K
23,Male,Private,HS-grad,Never-married,Adm-clerical,Own-child,White,United-States,<=50K
50,Male,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,United-States,>50K
45,Male,Local-gov,Masters,Married-civ-spouse,Exec-managerial,Husband,White,United-States,>50K
17,Male,Private,12th,Never-married,Other-service,Own-child,White,United-States,<=50K
59,Female,?,HS-grad,Married-civ-spouse,?,Wife,White,United-States,>50K
25,Female,Private,HS-grad,Never-married,Adm-clerical,Not-in-family,White,United-States,<=50K
21,Female,Private,Some-college,Never-married,Prof-specialty,Not-in-family,White,United-States,<=50K
50,Male,Private,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,United-States,>50K
17,Female,Private,10th,Never-married,Sales,Own-child,White,United-States,<=50K
63,Female,Private,HS-grad,Widowed,Adm-clerical,Not-in-family,White,United-States,<=50K
31,Male,Local-gov,Masters,Never-married,Prof-specialty,Not-in-family,White,United-States,<=50K
45,Male,Private,HS-grad,Divorced,Transport-moving,Not-in-family,White,United-States,<=50K
25,Male,Private,HS-grad,Never-married,Machine-op-inspct,Own-child,White,United-States,<=50K
20,Male,Private,12th,Never-married,Farming-fishing,Own-child,White,United-States,<=50K
31,Female,Private,Some-college,Never-married,Sales,Other-relative,White,?,<=50K
42,Male,Private,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,France,<=50K
56,Male,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,United-States,>50K
47,Female,Private,HS-grad,Never-married,Farming-fishing,Unmarried,White,United-States,<=50K
69,Female,Private,HS-grad,Divorced,Other-service,Not-in-family,White,United-States,<=50K
42,Female,Private,Bachelors,Married-civ-spouse,Prof-specialty,Wife,White,United-States,<=50K
19,Female,Private,HS-grad,Never-married,Handlers-cleaners,Other-relative,Other,Guatemala,<=50K
56,Male,Self-emp-not-inc,Some-college,Married-civ-spouse,Farming-fishing,Husband,White,United-States,<=50K
33,Male,Private,Bachelors,Married-civ-spouse,Adm-clerical,Husband,White,United-States,>50K
61,Female,Federal-gov,Masters,Widowed,Prof-specialty,Unmarried,White,United-States,<=50K
38,Female,Private,HS-grad,Divorced,Other-service,Not-in-family,White,United-States,<=50K
50,Male,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,United-States,>50K
39,Male,Private,Some-college,Divorced,Exec-managerial,Not-in-family,White,United-States,>50K
35,Male,Self-emp-not-inc,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,United-States,<=50K
27,Female,Private,Some-college,Divorced,Adm-clerical,Unmarried,White,United-States,<=50K
40,Male,Self-emp-inc,Some-college,Married-civ-spouse,Farming-fishing,Husband,White,United-States,>50K
59,Male,State-gov,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,United-States,>50K
20,Female,?,Some-college,Never-married,?,Not-in-family,White,United-States,<=50K
42,Male,Federal-gov,HS-grad,Married-civ-spouse,Tech-support,Husband,White,United-States,>50K
59,Male,Private,Some-college,Separated,Adm-clerical,Unmarried,White,United-States,<=50K
54,Male,Self-emp-inc,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,United-States,>50K
38,Male,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,United-States,>50K
53,Male,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,United-States,<=50K
20,Female,Private,Some-college,Never-married,Exec-managerial,Own-child,White,United-States,<=50K
54,Male,Federal-gov,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,United-States,>50K
41,Male,Self-emp-not-inc,Masters,Never-married,Exec-managerial,Not-in-family,Asian-Pac-Islander,United-States,>50K
33,Female,Local-gov,HS-grad,Divorced,Tech-support,Not-in-family,White,United-States,<=50K
35,Female,Private,HS-grad,Widowed,Exec-managerial,Unmarried,White,United-States,<=50K
22,Male,Private,HS-grad,Never-married,Handlers-cleaners,Own-child,White,Portugal,<=50K
45,Male,Self-emp-not-inc,Bachelors,Married-civ-spouse,Farming-fishing,Husband,White,United-States,>50K
29,Male,Private,Masters,Never-married,Prof-specialty,Not-in-family,White,United-States,<=50K
56,Female,Self-emp-not-inc,Masters,Divorced,Sales,Unmarried,White,United-States,<=50K
23,Female,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,United-States,<=50K
30,Female,Private,HS-grad,Never-married,Other-service,Not-in-family,White,United-States,<=50K
17,Female,Private,11th,Never-married,Priv-house-serv,Own-child,White,United-States,<=50K
35,Female,Local-gov,Some-college,Separated,Adm-clerical,Unmarried,Amer-Indian-Eskimo,United-States,<=50K
25,Female,Private,1st-4th,Never-married,Priv-house-serv,Not-in-family,White,Guatemala,<=50K
42,Male,State-gov,Assoc-voc,Married-civ-spouse,Protective-serv,Husband,White,United-States,>50K
42,Male,Private,HS-grad,Never-married,Other-service,Other-relative,Black,United-States,<=50K
19,Male,Private,HS-grad,Never-married,Handlers-cleaners,Own-child,White,United-States,<=50K
32,Female,Private,Assoc-acdm,Never-married,Adm-clerical,Not-in-family,White,United-States,<=50K
44,Female,Private,Some-college,Divorced,Adm-clerical,Unmarried,White,United-States,<=50K
53,Male,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,United-States,>50K
47,Female,Self-emp-not-inc,Bachelors,Widowed,Exec-managerial,Unmarried,Asian-Pac-Islander,Thailand,<=50K
24,Male,Private,Some-college,Never-married,Handlers-cleaners,Own-child,White,United-States,<=50K
30,Female,State-gov,Some-college,Married-civ-spouse,Prof-specialty,Wife,Black,United-States,>50K
42,Female,Private,HS-grad,Separated,Sales,Unmarried,White,United-States,<=50K
19,Female,Private,HS-grad,Never-married,Other-service,Own-child,Black,United-States,<=50K
37,Male,Self-emp-not-inc,11th,Never-married,Farming-fishing,Own-child,White,United-States,<=50K
26,Male,Self-emp-not-inc,10th,Married-civ-spouse,Farming-fishing,Husband,White,United-States,<=50K
25,Male,Local-gov,HS-grad,Never-married,Farming-fishing,Own-child,White,United-States,<=50K
52,Male,Private,Some-college,Married-civ-spouse,Sales,Husband,White,United-States,<=50K
50,Male,Local-gov,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,United-States,<=50K
40,Male,Private,Prof-school,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,?,>50K
32,Male,Private,HS-grad,Married-spouse-absent,Handlers-cleaners,Other-relative,White,United-States,<=50K
37,Male,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,United-States,<=50K
42,Female,Local-gov,Masters,Never-married,Prof-specialty,Not-in-family,White,United-States,<=50K
47,Male,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,United-States,<=50K
47,Male,Private,Some-college,Married-civ-spouse,Handlers-cleaners,Husband,White,United-States,<=50K
28,Female,Private,Bachelors,Married-civ-spouse,Exec-managerial,Wife,White,United-States,>50K
27,Female,Private,Bachelors,Married-civ-spouse,Exec-managerial,Wife,Asian-Pac-Islander,South,<=50K
61,Male,Self-emp-not-inc,HS-grad,Married-civ-spouse,Transport-moving,Husband,Black,United-States,<=50K
47,Male,Private,5th-6th,Married-civ-spouse,Handlers-cleaners,Husband,White,Mexico,<=50K
30,Female,Private,Assoc-acdm,Never-married,Machine-op-inspct,Unmarried,Black,United-States,<=50K
54,Female,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Wife,White,United-States,>50K
56,Male,Local-gov,Prof-school,Married-civ-spouse,Adm-clerical,Husband,Asian-Pac-Islander,Philippines,>50K
69,Female,Private,Some-college,Widowed,Adm-clerical,Not-in-family,White,United-States,<=50K
30,Male,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,United-States,>50K
36,Male,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Canada,>50K
42,Male,Self-emp-not-inc,11th,Married-civ-spouse,Farming-fishing,Husband,White,United-States,<=50K
45,Male,Federal-gov,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,United-States,>50K
39,Female,Private,Bachelors,Married-civ-spouse,Prof-specialty,Wife,White,United-States,>50K
26,Female,Private,11th,Divorced,Adm-clerical,Own-child,White,United-States,<=50K
28,Male,Local-gov,Bachelors,Married-civ-spouse,Protective-serv,Husband,Black,United-States,>50K
31,Male,Private,Masters,Married-civ-spouse,Sales,Husband,White,United-States,>50K
32,Male,Private,5th-6th,Separated,Farming-fishing,Other-relative,White,Mexico,<=50K
